1778905332.820371615	cpu7 69674 12898 48631 8783412 509 3755 901 0 31 0
1778905334.002517892	cpu  1576469 389831 2232240 65944459 18305 622778 185699 0 534 0
1778905334.002517892	cpu0 278556 84449 526469 7569550 3655 309845 42938 0 109 0
1778905334.002517892	cpu1 310247 84270 495737 7728521 3748 144383 30294 0 94 0
1778905334.002517892	cpu2 222998 54438 305479 8219452 3085 39367 28901 0 102 0
1778905334.002517892	cpu3 224675 52695 311146 8220584 2963 39166 24257 0 124 0
1778905334.002517892	cpu4 235609 53831 322569 8202471 3101 41542 13442 0 30 0
1778905334.002517892	cpu5 116008 25099 109251 8641416 633 10890 3587 0 20 0
1778905334.002517892	cpu6 118684 22149 112925 8578972 607 33827 41376 0 21 0
1778905334.002517892	cpu7 69687 12898 48659 8783491 509 3755 902 0 31 0
1778905335.248776018	cpu  1576591 389838 2232537 65944990 18305 622793 185704 0 534 0
1778905335.248776018	cpu0 278576 84454 526532 7569577 3655 309850 42939 0 109 0
1778905335.248776018	cpu1 310272 84270 495802 7728549 3748 144386 30295 0 94 0
1778905335.248776018	cpu2 223011 54439 305505 8219530 3085 39368 28902 0 102 0
1778905335.248776018	cpu3 224688 52696 311192 8220643 2963 39168 24258 0 124 0
1778905335.248776018	cpu4 235618 53831 322580 8202569 3101 41543 13442 0 30 0
1778905335.248776018	cpu5 116015 25099 109270 8641514 633 10890 3587 0 20 0
1778905335.248776018	cpu6 118702 22149 112963 8579040 607 33828 41376 0 21 0
1778905335.248776018	cpu7 69704 12898 48690 8783565 509 3756 902 0 31 0
1778905336.464412581	cpu  1576696 389861 2232766 65945565 18305 622807 185709 0 534 0
1778905336.464412581	cpu0 278594 84455 526592 7569613 3655 309854 42940 0 109 0
1778905336.464412581	cpu1 310301 84274 495856 7728573 3748 144391 30296 0 94 0
1778905336.464412581	cpu2 223014 54439 305518 8219632 3085 39369 28902 0 102 0
1778905336.464412581	cpu3 224706 52696 311229 8220705 2963 39169 24258 0 124 0
1778905336.464412581	cpu4 235628 53831 322585 8202672 3101 41544 13442 0 30 0
1778905336.464412581	cpu5 116018 25099 109279 8641621 633 10891 3587 0 20 0
1778905336.464412581	cpu6 118718 22166 112987 8579100 607 33829 41376 0 21 0
1778905336.464412581	cpu7 69714 12898 48717 8783647 509 3756 902 0 31 0
1778905337.630308493	cpu  1576827 389868 2233022 65946095 18305 622820 185715 0 534 0
1778905337.630308493	cpu0 278617 84455 526655 7569640 3655 309858 42942 0 109 0
1778905337.630308493	cpu1 310327 84277 495910 7728602 3748 144394 30297 0 94 0
1778905337.630308493	cpu2 223032 54441 305539 8219704 3085 39371 28904 0 102 0
1778905337.630308493	cpu3 224720 52698 311261 8220775 2963 39171 24259 0 124 0
1778905337.630308493	cpu4 235634 53831 322599 8202767 3101 41546 13443 0 30 0
1778905337.630308493	cpu5 116025 25099 109295 8641716 633 10891 3588 0 20 0
1778905337.630308493	cpu6 118728 22166 113008 8579185 607 33830 41378 0 21 0
1778905337.630308493	cpu7 69740 12898 48751 8783703 509 3757 902 0 31 0
1778905338.844975473	cpu  1576931 389869 2233261 65946682 18305 622833 185719 0 534 0
1778905338.844975473	cpu0 278641 84455 526714 7569670 3655 309862 42943 0 109 0
1778905338.844975473	cpu1 310346 84278 495964 7728641 3748 144398 30298 0 94 0
1778905338.844975473	cpu2 223036 54441 305556 8219800 3085 39372 28905 0 102 0
1778905338.844975473	cpu3 224735 52698 311297 8220840 2963 39172 24259 0 124 0
1778905338.844975473	cpu4 235643 53831 322610 8202864 3101 41547 13443 0 30 0
1778905338.844975473	cpu5 116028 25099 109305 8641821 633 10891 3588 0 20 0
1778905338.844975473	cpu6 118737 22166 113028 8579273 607 33830 41378 0 21 0
